date,open,close,min,max,mean,volatility,evolution_percent
2025-03-27,87641.49,87433.96,87341.87,87641.49,87451.81765625,72.26889824225924,-0.2367942398058257
2025-03-29,84207.69,83755.16,81912.89,84589.21,83849.56269709543,282.29276727027883,-0.5373974752187107
2025-03-30,82462.69,83755.16,82462.69,83755.16,83584.49099585062,336.29642565848275,1.567339120273667
2025-03-31,82535.27,82566.27,81373.67,83742.37,82344.66012448134,667.8250831452056,0.0375597002348208
2025-04-01,82574.36,84978.01,82436.89,85370.69,83826.64244813277,857.5947104519895,2.910891468005316
2025-04-02,85165.99,86912.51,82548.91,87228.31,85238.96950207469,933.0760758791772,2.0507247083019755
2025-04-03,82610.12,82053.11,81273.59,83884.0,82838.70082987551,749.3945822541081,-0.6742636374332767
2025-04-04,83165.21,83915.75,81672.03,84674.49,83246.1787966805,658.6641400382258,0.9024687125782446
2025-04-05,83873.11,84119.35,82524.79,84156.11,84055.16116182573,196.28829198268184,0.2935863472810359
