timestamp,price_eur
2025-03-27T19:19:28+01:00,87054.99
2025-03-27T19:20:12+01:00,87050.83
2025-03-27T19:20:47+01:00,87090.49
2025-03-27T19:21:26+01:00,87090.49
2025-03-27T20:02:01+01:00,87255.00
2025-03-27T20:03:01+01:00,87258.24
2025-03-27T20:04:01+01:00,87226.46
2025-03-27T20:05:01+01:00,87176.98
2025-03-27T20:06:01+01:00,87154.08
2025-03-27T20:07:01+01:00,87169.69
2025-03-27T20:08:01+01:00,87257.45
2025-03-27T20:09:01+01:00,87213.98
2025-03-27T22:09:06+01:00,87240.82
2025-03-27T22:10:01+01:00,87254.20
2025-03-27T22:11:01+01:00,87278.25
2025-03-27T22:12:01+01:00,87269.58
2025-03-27T22:13:01+01:00,87277.49
2025-03-27T22:14:01+01:00,87280.98
2025-03-27T22:15:01+01:00,87287.12
2025-03-27T22:16:01+01:00,87286.99
2025-03-27T22:17:01+01:00,87343.51
2025-03-27T22:18:01+01:00,87282.79
2025-03-27T22:19:01+01:00,87315.40
2025-03-27T22:20:01+01:00,87325.69
2025-03-27T22:21:01+01:00,87369.17
2025-03-27T22:22:01+01:00,87395.65
2025-03-27T22:23:01+01:00,87400.12
2025-03-27T22:24:01+01:00,87406.03
